,uid,title,time,source,time-capture,sc,domain,full-text,sc2,geo
0,793ce314-02a5-4b08-8e68-7a08d87fabf6,Dmytro Kuleba:Call with @MevlutCavusoglu. Turkey supports Ukraine. Discussed practical steps to ensure security in the Black Sea region against the backdrop of Russia's brutal attack on Ukraine. Ukraine expects resolute actions. Our joint security is at stake now,8 minutes ago,https://twitter.com/DmytroKuleba/status/1496962347826507806,2022-02-24 16:44:05.067677,False,"data:image/svg+xml;base64,PHN2ZyB2ZXJzaW9uPSIxLjEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4IiB3aWR0aD0iMTAwcHgiIGhlaWdodD0iMTAwcHgiIHZpZXdCb3g9IjAgMCAxMDAgMTAwIiBlbmFibGUtYmFja2dyb3VuZD0ibmV3IDAgMCAxMDAgMTAwIiB4bWw6c3BhY2U9InByZXNlcnZlIj48Y2lyY2xlIGZpbGw9IiMxYzQzN2EiIGN4PSI1MSIgY3k9IjUyIiByPSI0MS41Ii8+PGxpbmVhckdyYWRpZW50IGlkPSJTVkdJRF8xXyIgZ3JhZGllbnRVbml0cz0idXNlclNwYWNlT25Vc2UiIHgxPSI0OS45OTk1IiB5MT0iOC41IiB4Mj0iNDkuOTk5NSIgeTI9IjkxLjUwMDUiPjxzdG9wICBvZmZzZXQ9IjAiIHN0eWxlPSJzdG9wLWNvbG9yOiMxYjZiZDkiLz48c3RvcCAgb2Zmc2V0PSIxIiBzdHlsZT0ic3RvcC1jb2xvcjojMjI1N2E1Ii8+PC9saW5lYXJHcmFkaWVudD48Y2lyY2xlIGZpbGw9InVybCgjU1ZHSURfMV8pIiBjeD0iNTAiIGN5PSI1MCIgcj0iNDEuNSIvPjxnPiA8cGF0aCBmaWxsPSIjRkZGRkZGIiBkPSJNNTYuNDM2LDUyLjkyNmMtMC43NDUsMC0xLjM1LTAuNjA0LTEuMzUtMS4zNTJjMC0zLjYxMS0yLjkzNy02LjU0Ny02LjU0OC02LjU0NyBjLTAuNzQ2LDAtMS4zNTEtMC42MDQtMS4zNTEtMS4zNTFjMC0wLjc0NSwwLjYwNC0xLjM1MSwxLjM1MS0xLjM1MWM1LjA5OCwwLDkuMjQ4LDQuMTUsOS4yNDgsOS4yNDkgQzU3Ljc4Niw1Mi4zMjEsNTcuMTgyLDUyLjkyNiw1Ni40MzYsNTIuOTI2eiIvPiA8cGF0aCBmaWxsPSIjRkZGRkZGIiBkPSJNNjMuODM2LDUzLjAzNmMtMC43NDUsMC0xLjM1LTAuNjA0LTEuMzUtMS4zNTJjMC03Ljc1MS02LjMwNi0xNC4wNTctMTQuMDU5LTE0LjA1NyBjLTAuNzQ2LDAtMS4zNS0wLjYwNS0xLjM1LTEuMzUxYzAtMC43NDYsMC42MDQtMS4zNTEsMS4zNS0xLjM1MWM5LjI0MiwwLDE2Ljc1OSw3LjUxOCwxNi43NTksMTYuNzU5IEM2NS4xODgsNTIuNDMxLDY0LjU4Miw1My4wMzYsNjMuODM2LDUzLjAzNnoiLz4gPHBhdGggZmlsbD0iI0ZGRkZGRiIgZD0iTTcxLjA5LDUyLjg1M2MtMC43NDYsMC0xLjM1MS0wLjYwNC0xLjM1MS0xLjM1MWMwLTExLjY1LTkuNDc5LTIxLjEyOC0yMS4xMjgtMjEuMTI4IGMtMC43NDYsMC0xLjM1MS0wLjYwMy0xLjM1MS0xLjM1YzAtMC43NDcsMC42MDQtMS4zNTEsMS4zNTEtMS4zNTFjMTMuMTM4LDAsMjMuODI5LDEwLjY5LDIzLjgyOSwyMy44MjggQzcyLjQzOSw1Mi4yNDgsNzEuODM0LDUyLjg1Myw3MS4wOSw1Mi44NTN6Ii8+IDxwYXRoIGZpbGw9IiNGRkZGRkYiIGQ9Ik01OC40OTQsNzIuMDc3Yy02LjgzLDAtMTMuOTgxLTMuNTQtMjAuNjc5LTEwLjIzOGMtMTAuMjkzLTEwLjI5NS0xMi45OS0yMS40NjEtNy4zOTgtMzAuNjM3IGMxLjA1Mi0xLjcyOCwyLjg4NC0yLjc1OSw0Ljg5Ny0yLjc1OWMxLjUwNiwwLDIuOTIyLDAuNTg4LDMuOTksMS42NThsMi4xMTIsMi4xMTFjMS44MTYsMS44MTUsMi4xODEsNC42MzUsMC44ODYsNi44NTUgYy0yLjg4NSw0Ljk0My0xLjg4LDExLjYyOCwyLjM4OSwxNS44OTVjMi41NDYsMi41NDcsNi4wNzYsNC4wMDcsOS42ODUsNC4wMDdjMi4yNSwwLDQuMzk4LTAuNTYsNi4yMS0xLjYxNyBjMC44NjUtMC41MDUsMS44NTMtMC43NzEsMi44NTUtMC43NzFjMS41MTEsMCwyLjkzNCwwLjU4OSw0LjAwMiwxLjY1NmwyLjExMiwyLjExMmMxLjIzNCwxLjIzMywxLjgyMywyLjkzOCwxLjYxNCw0LjY3IGMtMC4yMDksMS43NTUtMS4yLDMuMjk0LTIuNzE4LDQuMjE4QzY1LjM1Niw3MS4xMjEsNjIuMDA3LDcyLjA3Nyw1OC40OTQsNzIuMDc3eiIvPiA8L2c+PC9zdmc+","SourceOn live map
Tell friends
8 minutes ago - 52°14′N 21°0′E
Dmytro Kuleba:Call with @MevlutCavusoglu. Turkey supports Ukraine. Discussed practical steps to ensure security in the Black Sea region against the backdrop of Russia's brutal attack on Ukraine. Ukraine expects resolute actions. Our joint security is at stake now
Jump to map
Warszawa, mazowieckie
#Poland#Russia
Watch more
Syria
Russian warplanes bombard the areas of ""Tal Al-Khader, Tardin and Jabal Barzeh"" in the northern countryside of Lattakia with missiles
Iran
1 of 13 Iranian boats harassing U.S. warships in Strait of Hormuz today: 5th Fleet
Israel-Palestine
Rocket impact in Sderot earlier this evening
Show comments",False,52°14′N 21°0′E
1,be22a60e-5f59-4248-9a96-4b6f4a52a09f,Destroyed Russian armored vehicle near Sumy Ukraine,10 minutes ago,https://twitter.com/michaelh992/status/1496961735315623941,2022-02-24 16:44:09.522264,False,"data:image/svg+xml;base64,PHN2ZyB2ZXJzaW9uPSIxLjEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4IiB3aWR0aD0iMTAwcHgiIGhlaWdodD0iMTAwcHgiIHZpZXdCb3g9IjAgMCAxMDAgMTAwIiBlbmFibGUtYmFja2dyb3VuZD0ibmV3IDAgMCAxMDAgMTAwIiB4bWw6c3BhY2U9InByZXNlcnZlIj48Y2lyY2xlIGZpbGw9IiM4MDE2MTUiIGN4PSI1MSIgY3k9IjUyIiByPSI0MS41Ii8+PGxpbmVhckdyYWRpZW50IGlkPSJTVkdJRF8xXyIgZ3JhZGllbnRVbml0cz0idXNlclNwYWNlT25Vc2UiIHgxPSI0OS45OTk1IiB5MT0iOC41IiB4Mj0iNDkuOTk5NSIgeTI9IjkxLjUwMDUiPjxzdG9wICBvZmZzZXQ9IjAiIHN0eWxlPSJzdG9wLWNvbG9yOiNkNjU0MzEiLz48c3RvcCAgb2Zmc2V0PSIxIiBzdHlsZT0ic3RvcC1jb2xvcjojYjUxYzFjIi8+PC9saW5lYXJHcmFkaWVudD48Y2lyY2xlIGZpbGw9InVybCgjU1ZHSURfMV8pIiBjeD0iNTAiIGN5PSI1MCIgcj0iNDEuNSIvPjxnPiA8cGF0aCBmaWxsPSIjRkZGRkZGIiBkPSJNNjguNjIxLDQzLjk1MWMtOC40MzItMS4xMDMtMTEuMTEsMy41OC0xMS4xMSw0Ljk2cy0zLjA0Mi0xMy44OTMsNS45OTEtMTcuNTA2IGMtOC43MzIsMS4yMDQtMTQuMzUzLDYuMjIzLTE0LjM1MywxMS4zNDJjMC05LjYzNiwxLjIwNS0xOC4yNjgsNy43MjgtMjIuNDgzYy0xNi4xNTksMS4yMDUtNDAuNjUxLDQ5LjM4NC0xMi45NDgsNTMuNiBjMjkuOTY3LDQuNTYxLDIwLjc3OC0yMS4yNTQsMjAuNzc4LTIxLjI1NFM2My42MDMsNDYuNTg2LDY4LjYyMSw0My45NTF6IE00Ni42MTQsNzAuMzU0Yy0xNS40NTMtMi4zODEtMTQuMDMtMTkuMTg4LTEuNzkyLTI0LjQxNiBjLTEuNDk0LDQuNDI1LTIuODQ5LDkuMzgyLDEuOTY5LDEzLjEwNmMwLTIuODU0LDMuMjU5LTcuNDU2LDguMTMtOC4xMjljLTIuNDA4LDQuODE3LTEuNDQzLDEwLjA0Ny0wLjcyOSwxMC4zMzUgYzEuNjM0LDAuNjU1LDMuNDM5LDEuNTU5LDguMjA5LTQuNTgxQzY0LjI1NSw2Ni41NzIsNTcuNTgxLDcyLjA0Myw0Ni42MTQsNzAuMzU0eiIvPiA8L2c+PC9zdmc+","SourceOn live map
Tell friends
10 minutes ago - 50°49′N 34°56′E
Destroyed Russian armored vehicle near Sumy Ukraine
https://t.co/maFsqjf4Sr
—
Jump to map
Zhytomyr,Zhytomyrs'ka oblast
#Russia
Watch more
Syria
Russian warplanes bombard the areas of ""Tal Al-Khader, Tardin and Jabal Barzeh"" in the northern countryside of Lattakia with missiles
Iran
1 of 13 Iranian boats harassing U.S. warships in Strait of Hormuz today: 5th Fleet
Israel-Palestine
Rocket impact in Sderot earlier this evening
Show comments",False,50°49′N 34°56′E
