,uid,title,time,source,time-capture,sc,domain,full-text,sc2,geo
0,28e72a1e-0297-44f7-bb28-c8fdd396f52d,"Video: Ukrainian military in Peremoha village, Kyiv region",2 minutes ago,https://twitter.com/HromadskeUA/status/1509923802804887553,2022-04-01 12:04:55.533101,False,"data:image/svg+xml;base64,PHN2ZyB2ZXJzaW9uPSIxLjEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4IiB3aWR0aD0iMTAwcHgiIGhlaWdodD0iMTAwcHgiIHZpZXdCb3g9IjAgMCAxMDAgMTAwIiBlbmFibGUtYmFja2dyb3VuZD0ibmV3IDAgMCAxMDAgMTAwIiB4bWw6c3BhY2U9InByZXNlcnZlIj48Y2lyY2xlIGZpbGw9IiMxYzQzN2EiIGN4PSI1MSIgY3k9IjUyIiByPSI0MS41Ii8+PGxpbmVhckdyYWRpZW50IGlkPSJTVkdJRF8xXyIgZ3JhZGllbnRVbml0cz0idXNlclNwYWNlT25Vc2UiIHgxPSI0OS45OTk1IiB5MT0iOC41IiB4Mj0iNDkuOTk5NSIgeTI9IjkxLjUwMDUiPjxzdG9wICBvZmZzZXQ9IjAiIHN0eWxlPSJzdG9wLWNvbG9yOiMxYjZiZDkiLz48c3RvcCAgb2Zmc2V0PSIxIiBzdHlsZT0ic3RvcC1jb2xvcjojMjI1N2E1Ii8+PC9saW5lYXJHcmFkaWVudD48Y2lyY2xlIGZpbGw9InVybCgjU1ZHSURfMV8pIiBjeD0iNTAiIGN5PSI1MCIgcj0iNDEuNSIvPjxnPiA8cmVjdCB4PSItNTkuMyIgeT0iNDkuMDA1IiBmaWxsPSIjMDEwMTAxIiB3aWR0aD0iMC4yNDQiIGhlaWdodD0iMC4yMjEiLz4gPHBvbHlnb24gZmlsbD0iIzAxMDEwMSIgcG9pbnRzPSItNTMuNzM4LDUyLjEwOCAtNTMuNzQ2LDUyLjExNSAtNTMuNzQ2LDUyLjEwOCAiLz4gPHBvbHlnb24gZmlsbD0iIzAxMDEwMSIgcG9pbnRzPSItNTMuNzM4LDUyLjEwOCAtNTMuNzQ2LDUyLjExNSAtNTMuNzQ2LDUyLjEwOCAiLz4gPHBvbHlnb24gZmlsbD0iI0ZGRkZGRiIgcG9pbnRzPSI3NS4wMjEsMzEuOSA3OS4zNSwyOS41ODQgNzkuMTUxLDI5LjIxNSA3OS4xNjIsMjcuOTQxIDc4LjcxOCwyNS44NzEgNzkuNzcsMjUuMzA3IDgxLjQ1NiwyOC40NTggODIuNDU3LDI3LjkyMSA4Mi45NTcsMjguODUzIDgxLjk1NSwyOS4zODggODIuNDE4LDMwLjI1MyA3NS45ODUsMzMuNjk2IDc2LjEwOSwzMy45MyA3My4yNjMsMzUuNDU0IDczLjEzOSwzNS4yMjMgNjguMTI4LDM3LjkwMiA2Ni45MzgsMzUuNjc1IDY2LjcwOSwzNS4yNTEgNjYuMTYyLDM0LjIzMSA3MS44OTYsMzEuMTYzICIvPiA8cGF0aCBmaWxsPSIjRkZGRkZGIiBkPSJNMTkuNzg0LDY1LjcyNGw1LjgyNSw3LjA1MWwxMS4zNjItMTUuNDk5bC0wLjAwNS0wLjAwM2wxLjY4OC0wLjk5MWwwLjUzMSwwLjk5MWwwLjAwOS0wLjAwNWwxLjE1MywxLjE5NyBsMC4yMTMsNC42MzFsMi4xOTIsMC41OWwxLjg4Mi0xLjAwOEw0My45MjUsNjEuMWwwLjAzMy01LjU0MmwwLjc3OSwwLjMwOGwyLjg3LTEuNTM3bDAuMTc2LTAuNzk1bC0xLjA2OS0xLjk5OWwwLjE0Mi0wLjA3NyBsMC44NzcsMS42MzZsMC44NTctMC40NTZsMC4xOTUtMC4xMDRsMC40NDQtMC4yMzdsLTAuODc1LTEuNjM5bDAuMDIyLTAuMDExbDAuNDE2LTAuNjQzYzQuOTI4LDcuNTA0LDE0LjQsNy45MjMsMTQuNCw3LjkyMyBsMC40OTItNC44MzRjMCwwLTYuOTg1LTAuMDI2LTEwLjYyMy01LjM4MmwzLjQ2LTEuODUzbC0xLjQ1NC0yLjcxN2wwLjIxNS0wLjEyMWwxLjMxLDIuNDQ4bDAuODMzLDAuMjUybDEuMTk1LTAuNjQxbDguOTk2LTYuMjgzIGwtMC4wMzEtMC4wNjFsMC4xMi0wLjYwNWwtMS45NjUtMy42NzJsLTAuNTIxLTAuMTM5bC0wLjAyNC0wLjA0OGwtOC40MzgsNC41MTVsLTAuNDIzLTAuMjY0bC00LjcxMiwyLjUyNGwtMC4zNjEsMS4xNjQgbC0xNC40OTgsNy43NjFsLTAuMDg3LDEuODYzbC0wLjYwMSwwLjMyNGwwLjIxMSwxLjQ3M2wwLjIxOCwwLjQxMmgtMC4wMDFsMC4wMDEsMC4wMDRsLTEuNTAzLDAuODYxbC0wLjAwOC0wLjAxNmwtMy43NTIsMi45NCBsLTEuOTI3LDAuMTZMMTkuNzg0LDY1LjcyNHogTTQzLjI5MSw1My42NjZsMC44NzEsMC4xMWwwLjg0OSwwLjY5NGwwLjgzLDAuMTM3bDAuMDk0LTAuMzEzbC0wLjgxNS0wLjEyM2wtMC43ODItMC42ODhsMC4zNzItMC42MjUgbC0wLjEwNi0wLjE5NWwxLjg0NS0wLjk5MWwwLjk5OSwxLjg2OGwtMC4xNTIsMC42ODRsLTIuNDcsMS4zMjJsLTAuNjctMC4yNjdMNDMuMjkxLDUzLjY2NnoiLz4gPC9nPjwvc3ZnPg==","SourceOn live map
Tell friends
2 minutes ago - 50°29′N 31°14′E
Video: Ukrainian military in Peremoha village, Kyiv region
https://t.co/UFkTsWqHT5
—
Jump to map
Kyiv
#Europe#Central and Eastern Europe
Other languages:
Русский Українська Белару́ская Polski
Watch more
Ukraine
Kharkiv: air strike targeted a building at Mirnositska street
Syria
Russian warplanes bombard the areas of ""Tal Al-Khader, Tardin and Jabal Barzeh"" in the northern countryside of Lattakia with missiles
Iran
1 of 13 Iranian boats harassing U.S. warships in Strait of Hormuz today: 5th Fleet
Show comments",False,50°29′N 31°14′E
1,db241127-b514-400b-b968-f16186195597,Bucha Mayor Anatoly Fedoruk has officially confirmed that the city has been liberated from the Russian army,8 minutes ago,https://twitter.com/prm_ua/status/1509922235955531779,2022-04-01 12:05:00.123879,False,"data:image/svg+xml;base64,PHN2ZyB2ZXJzaW9uPSIxLjEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4IiB3aWR0aD0iMTAwcHgiIGhlaWdodD0iMTAwcHgiIHZpZXdCb3g9IjAgMCAxMDAgMTAwIiBlbmFibGUtYmFja2dyb3VuZD0ibmV3IDAgMCAxMDAgMTAwIiB4bWw6c3BhY2U9InByZXNlcnZlIj48Y2lyY2xlIGZpbGw9IiMxYzQzN2EiIGN4PSI1MSIgY3k9IjUyIiByPSI0MS41Ii8+PGxpbmVhckdyYWRpZW50IGlkPSJTVkdJRF8xXyIgZ3JhZGllbnRVbml0cz0idXNlclNwYWNlT25Vc2UiIHgxPSI0OS45OTk1IiB5MT0iOC41IiB4Mj0iNDkuOTk5NSIgeTI9IjkxLjUwMDUiPjxzdG9wICBvZmZzZXQ9IjAiIHN0eWxlPSJzdG9wLWNvbG9yOiMxYjZiZDkiLz48c3RvcCAgb2Zmc2V0PSIxIiBzdHlsZT0ic3RvcC1jb2xvcjojMjI1N2E1Ii8+PC9saW5lYXJHcmFkaWVudD48Y2lyY2xlIGZpbGw9InVybCgjU1ZHSURfMV8pIiBjeD0iNTAiIGN5PSI1MCIgcj0iNDEuNSIvPjxnPiA8cGF0aCBmaWxsPSIjRkZGRkZGIiBkPSJNNTUuMjExLDM3LjA5Yy03LjI5NS00Ljc0Mi0xMS44NzEtNC4xODQtMTMuNzMtMy41OTN2LTEuMjI0YzAtMC41MjctMC40MjgtMC45NTYtMC45NTctMC45NTYgcy0wLjk1NiwwLjQyOC0wLjk1NiwwLjk1NnY1MC40NTVjMCwwLjUyOCwwLjQyNywwLjk1NiwwLjk1NiwwLjk1NnMwLjk1Ny0wLjQyOCwwLjk1Ny0wLjk1NlY1Ni4xMjcgYzEuODU5LTAuNTkzLDYuNDM1LTEuMTUxLDEzLjczLDMuNTkyYzkuNzkyLDYuMzYzLDE3LjEzNSwwLDE3LjEzNSwwVjM3LjA5QzcyLjM0NCwzNy4wOSw2NS4wMDMsNDMuNDU0LDU1LjIxMSwzNy4wOXoiLz4gPC9nPjwvc3ZnPg==",,False,
